review_id,review_text,rating,review_length,helpful_votes,days_since_purchase,verified_purchase,sentiment
409,고음질 코덱을 지원해서 음악 감상이 즐거워요. 터치 조작이 직관적이라 편리해요. ㅠㅠ,5.0,47,7.0,235.0,True,positive
410,이 가격에 이 정도 성능이면 훌륭하죠. 케이스 배터리도 넉넉해서 외출할 때 든든해요. !!,5.0,50,9.0,305.0,True,positive
411,보통 수준이라 재구매는 고민 중이에요. 그냥 저냥 무난하게 사용 중입니다.,3.0,41,5.0,26.0,True,neutral
412,방수 기능이 있다고 했는데 물에 약한 것 같아요. 다시는 구매하고 싶지 않은 제품이에요.,2.0,49,9.0,185.0,True,negative
413,리뷰만 믿고 샀는데 후회가 됩니다. ㅎㅎ,2.0,22,7.0,220.0,True,negative
414,디자인이 깔끔하고 케이스도 고급스러워요.,5.0,22,3.0,277.0,True,positive
415,귀에서 자꾸 빠져서 운동할 때 쓰기 힘들어요. 한쪽 이어폰 소리가 유독 작게 들려요.,2.0,47,13.0,194.0,True,negative
416,케이스 마감이 조잡하고 잘 깨질 것 같아요.,1.0,24,23.0,274.0,True,negative
417,디자인이 깔끔하고 케이스도 고급스러워요. !!,5.0,25,20.0,10.0,True,positive
418,배터리가 오래가서 하루 종일 써도 걱정 없어요. 선물용으로 구매했는데 반응이 아주 좋았어요.,5.0,51,4.0,64.0,True,positive
419,다시는 구매하고 싶지 않은 제품이에요. 연결이 자꾸 끊겨서 스트레스를 받았어요.,1.0,44,20.0,167.0,True,negative
420,디자인이 깔끔하고 케이스도 고급스러워요. 방수 기능 덕분에 운동할 때도 안심돼요.,5.0,45,1.0,305.0,False,positive
421,페어링이 빠르고 간편해서 편리합니다. 친구에게도 추천하고 싶은 이어폰이에요.,4.0,42,9.0,293.0,True,positive
422,페어링이 자주 실패해서 짜증이 났어요. 배터리가 금방 닳아서 자주 충전해야 해요. 연결이 자꾸 끊겨서 스트레스를 받았어요. ㅎㅎ,1.0,71,0.0,135.0,True,negative
423,특별한 장점도 단점도 없는 것 같아요. 음질은 그냥 무난한 편이에요.,4.0,38,0.0,156.0,False,neutral
424,음질이 정말 선명하고 저음도 풍부해요. 무게가 가벼워서 착용감이 뛰어나요. !!,4.0,44,14.0,108.0,False,positive
425,고음질 코덱을 지원해서 음악 감상이 즐거워요. 방수 기능 덕분에 운동할 때도 안심돼요. ㅠㅠ,5.0,51,1.0,265.0,True,positive
426,가격 대비 품질이 많이 아쉬워요. !!,1.0,21,2.0,241.0,True,negative
427,가격만큼의 성능인 것 같아요. 보통 수준이라 재구매는 고민 중이에요. 평이한 성능에 평이한 만족도예요.,2.0,57,10.0,243.0,True,neutral
428,가격 대비 성능이 훌륭한 이어폰이에요. 배터리가 오래가서 하루 종일 써도 걱정 없어요. ...,5.0,52,13.0,295.0,False,positive
429,쓸 수는 있지만 추천까지는 아니에요. 기대했던 만큼도 아니고 실망스럽지도 않아요. !!,3.0,48,3.0,100.0,True,neutral
430,그럭저럭 쓸만한 이어폰이에요.,4.0,16,13.0,92.0,True,neutral
431,착용감이 불편해서 오래 끼기 힘들어요. 다시는 구매하고 싶지 않은 제품이에요.,2.0,43,14.0,65.0,True,negative
432,재구매 의사 백프로입니다 강추해요. 음질이 정말 선명하고 저음도 풍부해요.,5.0,41,14.0,55.0,True,neutral
433,가격만큼의 성능인 것 같아요. 딱히 불만은 없지만 감동도 없어요. ^^,3.0,39,2.0,186.0,True,neutral
434,앱 연동 기능도 세심하게 잘 만들어졌어요. 연결이 끊기지 않고 아주 안정적이에요. 재구매 의사 백프로입니다 강추해요.,5.0,65,17.0,35.0,True,positive
435,노이즈캔슬링이 거의 작동하지 않는 것 같아요. 음질이 기대했던 것보다 많이 별로였어요.,1.0,48,21.0,278.0,True,negative
436,음질은 그냥 무난한 편이에요. 보통 수준이라 재구매는 고민 중이에요. ㅎㅎ,4.0,41,20.0,293.0,False,neutral
437,앱 연동 기능도 세심하게 잘 만들어졌어요.,5.0,23,5.0,151.0,True,positive
438,며칠 쓰지도 않았는데 한쪽이 고장났습니다. ㅎㅎ,2.0,26,17.0,223.0,False,negative
439,재구매 의사 백프로입니다 강추해요. 디자인이 깔끔하고 케이스도 고급스러워요. ㅎㅎ,4.0,45,6.0,200.0,True,positive
440,가격이 저렴한 만큼 딱 그 정도예요. 보통 수준이라 재구매는 고민 중이에요. ㅎㅎ,3.0,45,2.0,348.0,True,neutral
441,그립감이 좋아서 귀에서 잘 빠지지 않아요. 친구에게도 추천하고 싶은 이어폰이에요. ...,5.0,49,4.0,9.0,True,positive
442,음질이 기대했던 것보다 많이 별로였어요. ㅠㅠ,2.0,25,1.0,279.0,True,negative
443,배터리가 오래가서 하루 종일 써도 걱정 없어요.,5.0,26,17.0,28.0,True,positive
444,이 가격에 이 정도 성능이면 훌륭하죠. 그립감이 좋아서 귀에서 잘 빠지지 않아요. 통화 음질도 선명해서 업무용으로도 좋아요. !!,5.0,72,14.0,329.0,True,positive
445,통화 음질도 선명해서 업무용으로도 좋아요. 재구매 의사 백프로입니다 강추해요. ^^,4.0,46,2.0,2209.0,False,positive
446,설명서와 다르게 작동해서 당황스러웠습니다. ㅎㅎ,1.0,26,7.0,12.0,True,negative
447,착용감이 편안해서 오래 껴도 아프지 않아요. 노이즈캔슬링 성능이 기대 이상이에요.,5.0,45,7.0,52.0,False,positive
448,재구매 의사 백프로입니다 강추해요. ㅠㅠ,5.0,22,17.0,207.0,True,positive
449,친구에게도 추천하고 싶은 이어폰이에요. 페어링이 빠르고 간편해서 편리합니다. ^^,4.0,45,6.0,217.0,False,positive
450,노이즈캔슬링이 거의 작동하지 않는 것 같아요. 연결이 자꾸 끊겨서 스트레스를 받았어요.,2.0,48,12.0,251.0,True,negative
451,선물용으로 구매했는데 반응이 아주 좋았어요. 앱 연동 기능도 세심하게 잘 만들어졌어요.,5.0,48,2.0,354.0,False,positive
452,돈이 아깝다는 생각이 계속 들었어요.,1.0,20,15.0,40.0,True,negative
453,연결은 대체로 안정적인 편이에요. 기대했던 만큼도 아니고 실망스럽지도 않아요. ㅎㅎ,3.0,46,5.0,365.0,True,neutral
454,선물용으로 구매했는데 반응이 아주 좋았어요. 페어링이 빠르고 간편해서 편리합니다. !!,4.0,48,4.0,67.0,True,positive
455,가격 대비 성능이 훌륭한 이어폰이에요. 음질이 정말 선명하고 저음도 풍부해요. 방수 기능 덕분에 운동할 때도 안심돼요. ㅠㅠ,5.0,69,17.0,243.0,True,positive
456,방수 기능이 있다고 했는데 물에 약한 것 같아요. 설명서와 다르게 작동해서 당황스러웠습니다. ^^,2.0,54,2.0,170.0,True,negative
457,연결이 끊기지 않고 아주 안정적이에요. 케이스 배터리도 넉넉해서 외출할 때 든든해요. ...,4.0,51,6.0,345.0,True,positive
458,기대 이상의 퀄리티에 놀랐습니다. 배터리가 오래가서 하루 종일 써도 걱정 없어요. 그립감이 좋아서 귀에서 잘 빠지지 않아요. ㅎㅎ,5.0,72,17.0,131.0,False,positive
459,가성비 최고의 이어폰이라고 생각해요. 디자인이 깔끔하고 케이스도 고급스러워요. 매일 사용하는데 만족도가 점점 높아지네요.,5.0,67,9.0,44.0,True,positive
460,사진과 실물 색상이 많이 달라서 실망했어요.,2.0,24,14.0,89.0,True,negative
461,무게가 가벼워서 착용감이 뛰어나요. 그립감이 좋아서 귀에서 잘 빠지지 않아요. ㅎㅎ,5.0,46,5.0,7.0,True,positive
462,그냥 저냥 무난하게 사용 중입니다. 있어도 그만 없어도 그만인 느낌이에요.,3.0,41,9.0,275.0,True,neutral
463,연결은 대체로 안정적인 편이에요. 가격만큼의 성능인 것 같아요. ㅠㅠ,4.0,38,12.0,270.0,True,neutral
464,음질이 기대했던 것보다 많이 별로였어요. ^^,2.0,25,18.0,127.0,False,negative
465,있어도 그만 없어도 그만인 느낌이에요. 노이즈캔슬링은 보통 수준인 것 같아요. !!,3.0,46,23.0,153.0,True,neutral
466,터치 조작이 너무 예민해서 오작동이 잦아요. 돈이 아깝다는 생각이 계속 들었어요.,1.0,45,15.0,161.0,True,negative
467,페어링이 자주 실패해서 짜증이 났어요.,2.0,21,5.0,161.0,True,negative
468,필요한 기능만 있는 심플한 제품이에요. 음질은 그냥 무난한 편이에요. ㅠㅠ,,41,,,,neutral
469,가격이 저렴한 만큼 딱 그 정도예요. 리뷰를 참고해서 구매했는데 예상한 정도였어요. ...,3.0,50,5.0,293.0,True,neutral
470,이 가격에 이 정도 성능이면 훌륭하죠. 기대 이상의 퀄리티에 놀랐습니다.,5.0,40,3.0,276.0,True,positive
471,디자인은 평범하지만 무난하게 쓰고 있어요. 특별한 장점도 단점도 없는 것 같아요.,3.0,45,3.0,288.0,False,neutral
472,가격이 저렴한 만큼 딱 그 정도예요. 연결은 대체로 안정적인 편이에요. 가격만큼의 성능인 것 같아요. !!,2.0,59,10.0,80.0,False,neutral
473,며칠 쓰지도 않았는데 한쪽이 고장났습니다. 통화 음질이 먹먹하게 들려서 불편해요. ^^,2.0,48,2.0,239.0,False,negative
474,케이스 배터리도 넉넉해서 외출할 때 든든해요. 디자인이 깔끔하고 케이스도 고급스러워요.,4.0,48,11.0,32.0,True,positive
475,페어링이 자주 실패해서 짜증이 났어요. 다시는 구매하고 싶지 않은 제품이에요.,2.0,43,9.0,260.0,True,negative
476,노이즈캔슬링은 보통 수준인 것 같아요. 연결은 대체로 안정적인 편이에요. ㅠㅠ,3.0,43,5.0,235.0,True,neutral
477,배터리가 오래가서 하루 종일 써도 걱정 없어요.,5.0,26,12.0,287.0,True,positive
478,사진과 실물 색상이 많이 달라서 실망했어요. 돈이 아깝다는 생각이 계속 들었어요. ㅠㅠ,2.0,48,4.0,62.0,True,negative
479,통화 음질이 먹먹하게 들려서 불편해요.,1.0,21,8.0,101.0,True,negative
480,방수 기능이 있다고 했는데 물에 약한 것 같아요.,2.0,27,12.0,196.0,False,negative
481,통화 음질도 선명해서 업무용으로도 좋아요. 노이즈캔슬링 성능이 기대 이상이에요.,5.0,44,8.0,202.0,True,positive
482,있어도 그만 없어도 그만인 느낌이에요. !!,2.0,24,2.0,187.0,True,neutral
483,리뷰를 참고해서 구매했는데 예상한 정도였어요. 가격만큼의 성능인 것 같아요.,3.0,42,9.0,30.0,True,neutral
484,연결은 대체로 안정적인 편이에요. 가격이 저렴한 만큼 딱 그 정도예요. ㅎㅎ,3.0,42,17.0,238.0,True,neutral
485,무게가 가벼워서 착용감이 뛰어나요. 고음질 코덱을 지원해서 음악 감상이 즐거워요.,5.0,45,31.0,27.0,True,positive
486,배터리가 금방 닳아서 자주 충전해야 해요. 음질이 기대했던 것보다 많이 별로였어요. ㅎㅎ,1.0,49,19.0,165.0,True,negative
487,평이한 성능에 평이한 만족도예요. 기대했던 만큼도 아니고 실망스럽지도 않아요. ㅎㅎ,3.0,46,8.0,143.0,True,neutral
488,음질이 정말 선명하고 저음도 풍부해요.,5.0,21,24.0,254.0,True,positive
489,케이스 마감이 조잡하고 잘 깨질 것 같아요. 친구에게는 추천하지 않을 것 같아요.,2.0,45,2.0,1.0,False,negative
490,통화 음질도 선명해서 업무용으로도 좋아요. ^^,4.0,26,17.0,326.0,True,positive
491,가격만큼의 성능인 것 같아요. 필요한 기능만 있는 심플한 제품이에요. ^^,3.0,41,9.0,329.0,True,neutral
492,페어링이 자주 실패해서 짜증이 났어요. AS 문의를 했는데 응답이 너무 느렸어요.,2.0,45,9.0,237.0,True,negative
493,방수 기능이 있다고 했는데 물에 약한 것 같아요. 케이스 마감이 조잡하고 잘 깨질 것 같아요. ㅎㅎ,2.0,55,13.0,310.0,True,negative
494,연결이 자꾸 끊겨서 스트레스를 받았어요.,2.0,22,13.0,348.0,True,negative
495,고음질 코덱을 지원해서 음악 감상이 즐거워요.,5.0,25,16.0,193.0,False,positive
496,터치 조작이 직관적이라 편리해요. 연결이 끊기지 않고 아주 안정적이에요. !!,4.0,43,1.0,130.0,False,positive
497,노이즈캔슬링 성능이 기대 이상이에요.,5.0,20,6.0,220.0,True,positive
498,그립감이 좋아서 귀에서 잘 빠지지 않아요. 매일 사용하는데 만족도가 점점 높아지네요.,5.0,47,18.0,42.0,False,positive
499,음질이 정말 선명하고 저음도 풍부해요. 케이스 배터리도 넉넉해서 외출할 때 든든해요. 그립감이 좋아서 귀에서 잘 빠지지 않아요. ㅠㅠ,5.0,74,10.0,151.0,True,positive
500,그럭저럭 쓸만한 이어폰이에요. 연결은 대체로 안정적인 편이에요. ㅠㅠ,3.0,38,18.0,130.0,True,neutral
501,착용감이 불편해서 오래 끼기 힘들어요.,2.0,21,3.0,228.0,True,negative
502,연결이 끊기지 않고 아주 안정적이에요.,4.0,21,9.0,351.0,True,positive
503,한쪽 이어폰 소리가 유독 작게 들려요. 케이스 마감이 조잡하고 잘 깨질 것 같아요. !!,1.0,49,10.0,226.0,True,negative
504,착용감이 불편해서 오래 끼기 힘들어요. ㅠㅠ,1.0,24,9.0,87.0,True,negative
505,페어링이 빠르고 간편해서 편리합니다. 기대 이상의 퀄리티에 놀랐습니다.,4.0,39,7.0,268.0,True,positive
506,고음질 코덱을 지원해서 음악 감상이 즐거워요. 재구매 의사 백프로입니다 강추해요. ^^,5.0,48,12.0,178.0,True,positive
507,가격 대비 품질이 많이 아쉬워요. 노이즈캔슬링이 거의 작동하지 않는 것 같아요.,2.0,44,11.0,309.0,True,negative
508,터치 조작이 직관적이라 편리해요. 선물용으로 구매했는데 반응이 아주 좋았어요.,5.0,43,2.0,301.0,True,positive
509,연결이 끊기지 않고 아주 안정적이에요.,4.0,21,2.0,173.0,True,positive
510,쓸 수는 있지만 추천까지는 아니에요. ㅎㅎ,3.0,23,6.0,205.0,False,neutral
511,설명서와 다르게 작동해서 당황스러웠습니다. 며칠 쓰지도 않았는데 한쪽이 고장났습니다.,1.0,47,4.0,119.0,True,negative
512,노이즈캔슬링 성능이 기대 이상이에요. 앱 연동 기능도 세심하게 잘 만들어졌어요. 생각보다 훨씬 만족스러운 구매였어요. ...,4.0,69,26.0,247.0,True,positive
513,배송도 늦고 포장 상태도 엉망이었어요. 터치 조작이 너무 예민해서 오작동이 잦아요. 착용감이 불편해서 오래 끼기 힘들어요.,2.0,68,10.0,165.0,False,negative
514,있어도 그만 없어도 그만인 느낌이에요. 가격이 저렴한 만큼 딱 그 정도예요. ㅎㅎ,3.0,45,15.0,354.0,True,neutral
515,음질이 기대했던 것보다 많이 별로였어요. 착용감이 불편해서 오래 끼기 힘들어요.,2.0,44,2.0,147.0,True,negative
516,배터리가 오래가서 하루 종일 써도 걱정 없어요. 착용감이 편안해서 오래 껴도 아프지 않아요. 고음질 코덱을 지원해서 음악 감상이 즐거워요. ㅎㅎ,5.0,80,6.0,344.0,True,positive
517,매일 사용하는데 만족도가 점점 높아지네요. 음질이 정말 선명하고 저음도 풍부해요. ㅎㅎ,5.0,48,15.0,103.0,True,positive
518,방수 기능이 있다고 했는데 물에 약한 것 같아요.,1.0,27,14.0,225.0,False,negative
519,터치 조작이 너무 예민해서 오작동이 잦아요. 친구에게는 추천하지 않을 것 같아요. ㅎㅎ,2.0,48,3.0,184.0,True,negative
520,그럭저럭 쓸만한 이어폰이에요. 쓸 수는 있지만 추천까지는 아니에요.,2.0,37,5.0,307.0,True,neutral
521,착용감은 나쁘지 않지만 특별하지도 않아요. 보통 수준이라 재구매는 고민 중이에요. ㅠㅠ,3.0,48,2.0,365.0,True,neutral
522,매일 사용하는데 만족도가 점점 높아지네요. 친구에게도 추천하고 싶은 이어폰이에요. ㅎㅎ,4.0,48,4.0,71.0,True,positive
523,배터리가 오래가서 하루 종일 써도 걱정 없어요. 앱 연동 기능도 세심하게 잘 만들어졌어요. ㅠㅠ,,53,,,,positive
524,연결은 대체로 안정적인 편이에요. 기대했던 만큼도 아니고 실망스럽지도 않아요. ...,3.0,47,1.0,354.0,True,neutral
525,가격만큼의 성능인 것 같아요. 딱히 불만은 없지만 감동도 없어요. ^^,2.0,39,24.0,13.0,True,neutral
526,노이즈캔슬링이 거의 작동하지 않는 것 같아요. 돈이 아깝다는 생각이 계속 들었어요.,1.0,46,6.0,192.0,False,negative
527,터치 조작이 너무 예민해서 오작동이 잦아요. 방수 기능이 있다고 했는데 물에 약한 것 같아요.,1.0,52,4.0,236.0,True,negative
528,생각보다 훨씬 만족스러운 구매였어요. 페어링이 빠르고 간편해서 편리합니다.,5.0,41,19.0,139.0,True,positive
529,며칠 쓰지도 않았는데 한쪽이 고장났습니다. 사진과 실물 색상이 많이 달라서 실망했어요. ...,1.0,52,5.0,10.0,True,negative
530,기대 이상의 퀄리티에 놀랐습니다. 재구매 의사 백프로입니다 강추해요.,5.0,38,5.0,15.0,True,negative
531,쓸 수는 있지만 추천까지는 아니에요.,3.0,20,14.0,345.0,True,neutral
532,페어링이 빠르고 간편해서 편리합니다. 착용감이 편안해서 오래 껴도 아프지 않아요.,5.0,45,3.0,189.0,True,positive
533,노이즈캔슬링은 보통 수준인 것 같아요. 음질은 그냥 무난한 편이에요. ㅠㅠ,3.0,41,8.0,237.0,True,neutral
534,페어링이 빠르고 간편해서 편리합니다. 재구매 의사 백프로입니다 강추해요. 케이스 배터리도 넉넉해서 외출할 때 든든해요. ㅠㅠ,5.0,69,8.0,126.0,True,positive
535,음질이 기대했던 것보다 많이 별로였어요. 리뷰만 믿고 샀는데 후회가 됩니다. ^^,1.0,45,6.0,129.0,False,negative
536,딱히 불만은 없지만 감동도 없어요. 있어도 그만 없어도 그만인 느낌이에요. !!,3.0,44,9.0,290.0,True,neutral
537,다시는 구매하고 싶지 않은 제품이에요. 음질이 기대했던 것보다 많이 별로였어요. ㅎㅎ,2.0,47,6.0,182.0,True,negative
538,케이스 배터리도 넉넉해서 외출할 때 든든해요. 노이즈캔슬링 성능이 기대 이상이에요. 그립감이 좋아서 귀에서 잘 빠지지 않아요. ^^,5.0,73,9.0,338.0,True,positive
539,통화 음질이 먹먹하게 들려서 불편해요. 며칠 쓰지도 않았는데 한쪽이 고장났습니다. ㅠㅠ,1.0,48,17.0,341.0,True,negative
540,소리가 자꾸 끊겨서 음악 감상이 힘들어요. 한쪽 이어폰 소리가 유독 작게 들려요.,2.0,45,22.0,299.0,True,neutral
541,음질은 그냥 무난한 편이에요. 가격만큼의 성능인 것 같아요.,4.0,33,9.0,60.0,True,neutral
542,특별한 장점도 단점도 없는 것 같아요. 통화 품질은 보통 수준이에요. ㅠㅠ,2.0,41,8.0,242.0,True,neutral
543,보통 수준이라 재구매는 고민 중이에요.,3.0,21,21.0,206.0,True,neutral
544,통화 음질이 먹먹하게 들려서 불편해요. 돈이 아깝다는 생각이 계속 들었어요. ㅠㅠ,2.0,45,18.0,272.0,False,negative
545,있어도 그만 없어도 그만인 느낌이에요. 가격이 저렴한 만큼 딱 그 정도예요.,3.0,42,,148.0,True,neutral
546,착용감이 불편해서 오래 끼기 힘들어요. AS 문의를 했는데 응답이 너무 느렸어요. ㅎㅎ,1.0,48,13.0,94.0,True,negative
547,있어도 그만 없어도 그만인 느낌이에요. 특별한 장점도 단점도 없는 것 같아요.,3.0,43,5.0,89.0,True,neutral
548,친구에게는 추천하지 않을 것 같아요. 페어링이 자주 실패해서 짜증이 났어요. ...,1.0,46,7.0,139.0,False,negative
549,리뷰를 참고해서 구매했는데 예상한 정도였어요.,2.0,25,26.0,293.0,True,neutral
550,평이한 성능에 평이한 만족도예요.,3.0,18,9.0,326.0,True,neutral
551,보통 수준이라 재구매는 고민 중이에요. 리뷰를 참고해서 구매했는데 예상한 정도였어요.,3.0,47,6.0,12.0,True,neutral
552,가격 대비 품질이 많이 아쉬워요. 케이스 마감이 조잡하고 잘 깨질 것 같아요.,1.0,43,16.0,254.0,True,negative
553,디자인은 평범하지만 무난하게 쓰고 있어요. 리뷰를 참고해서 구매했는데 예상한 정도였어요. ...,2.0,53,7.0,176.0,True,neutral
554,통화 음질이 먹먹하게 들려서 불편해요. 배터리가 금방 닳아서 자주 충전해야 해요. ...,1.0,49,2.0,2704.0,True,negative
555,통화 품질은 보통 수준이에요. ㅠㅠ,3.0,19,13.0,358.0,True,neutral
556,음질은 그냥 무난한 편이에요. 가격이 저렴한 만큼 딱 그 정도예요. ^^,3.0,40,3.0,28.0,False,neutral
557,매일 사용하는데 만족도가 점점 높아지네요. ^^,5.0,26,7.0,308.0,False,positive
558,그럭저럭 쓸만한 이어폰이에요. 쓸 수는 있지만 추천까지는 아니에요. ...,3.0,41,8.0,203.0,True,neutral
559,케이스 배터리도 넉넉해서 외출할 때 든든해요. 디자인이 깔끔하고 케이스도 고급스러워요. ㅎㅎ,5.0,51,8.0,66.0,False,positive
560,친구에게는 추천하지 않을 것 같아요. 설명서와 다르게 작동해서 당황스러웠습니다.,1.0,44,19.0,173.0,True,neutral
561,평이한 성능에 평이한 만족도예요. 착용감은 나쁘지 않지만 특별하지도 않아요.,2.0,42,10.0,10.0,True,neutral
562,그립감이 좋아서 귀에서 잘 빠지지 않아요. 친구에게도 추천하고 싶은 이어폰이에요. 매일 사용하는데 만족도가 점점 높아지네요.,4.0,69,7.0,215.0,True,positive
563,한쪽 이어폰 소리가 유독 작게 들려요.,2.0,21,4.0,216.0,True,negative
564,선물용으로 구매했는데 반응이 아주 좋았어요. 그립감이 좋아서 귀에서 잘 빠지지 않아요. ^^,5.0,51,4.0,7.0,True,positive
565,방수 기능 덕분에 운동할 때도 안심돼요. ㅎㅎ,5.0,25,1.0,345.0,True,positive
566,기대했던 만큼도 아니고 실망스럽지도 않아요. 착용감은 나쁘지 않지만 특별하지도 않아요.,2.0,48,16.0,271.0,True,neutral
567,앱 연동 기능도 세심하게 잘 만들어졌어요.,5.0,23,10.0,170.0,True,positive
568,배터리가 오래가서 하루 종일 써도 걱정 없어요.,,26,,,,positive
569,배송도 늦고 포장 상태도 엉망이었어요. AS 문의를 했는데 응답이 너무 느렸어요. ㅠㅠ,2.0,48,18.0,42.0,False,negative
570,앱 연동 기능도 세심하게 잘 만들어졌어요. 배터리가 오래가서 하루 종일 써도 걱정 없어요. !!,4.0,53,12.0,365.0,True,positive
571,디자인이 깔끔하고 케이스도 고급스러워요. 그립감이 좋아서 귀에서 잘 빠지지 않아요. 친구에게도 추천하고 싶은 이어폰이에요.,4.0,68,13.0,184.0,False,positive
572,가격이 저렴한 만큼 딱 그 정도예요. 그럭저럭 쓸만한 이어폰이에요. 딱히 불만은 없지만 감동도 없어요.,3.0,57,12.0,26.0,False,neutral
573,AS 문의를 했는데 응답이 너무 느렸어요. !!,1.0,26,1.0,178.0,True,negative
574,앱 연동 기능도 세심하게 잘 만들어졌어요. 디자인이 깔끔하고 케이스도 고급스러워요. !!,4.0,49,1214.0,87.0,True,positive
575,친구에게는 추천하지 않을 것 같아요. 돈이 아깝다는 생각이 계속 들었어요. !!,2.0,44,5.0,327.0,True,negative
576,고음질 코덱을 지원해서 음악 감상이 즐거워요. 이 가격에 이 정도 성능이면 훌륭하죠. ...,,51,,,,positive
577,재구매 의사 백프로입니다 강추해요.,5.0,19,12.0,271.0,False,positive
578,노이즈캔슬링은 보통 수준인 것 같아요. 가격만큼의 성능인 것 같아요.,3.0,38,18.0,195.0,False,neutral
579,통화 음질이 먹먹하게 들려서 불편해요. 리뷰만 믿고 샀는데 후회가 됩니다. ...,2.0,45,0.0,326.0,True,negative
580,쓸 수는 있지만 추천까지는 아니에요. !!,,23,,,True,neutral
581,착용감은 나쁘지 않지만 특별하지도 않아요. 리뷰를 참고해서 구매했는데 예상한 정도였어요. 연결은 대체로 안정적인 편이에요.,4.0,68,6.0,319.0,False,neutral
582,다시는 구매하고 싶지 않은 제품이에요. 설명서와 다르게 작동해서 당황스러웠습니다. ㅎㅎ,,48,,,True,negative
583,방수 기능 덕분에 운동할 때도 안심돼요. 친구에게도 추천하고 싶은 이어폰이에요.,5.0,44,13.0,235.0,True,positive
584,연결은 대체로 안정적인 편이에요. ...,3.0,22,1.0,32.0,True,neutral
585,재구매 의사 백프로입니다 강추해요. 케이스 배터리도 넉넉해서 외출할 때 든든해요.,5.0,45,19.0,90.0,False,positive
586,기대 이상의 퀄리티에 놀랐습니다. ...,5.0,22,33.0,365.0,False,positive
587,특별한 장점도 단점도 없는 것 같아요. 리뷰를 참고해서 구매했는데 예상한 정도였어요.,3.0,47,16.0,18.0,True,neutral
588,앱 연동 기능도 세심하게 잘 만들어졌어요. 페어링이 빠르고 간편해서 편리합니다.,5.0,44,28.0,102.0,True,positive
589,연결이 자꾸 끊겨서 스트레스를 받았어요. 방수 기능이 있다고 했는데 물에 약한 것 같아요. ㅠㅠ,1.0,53,3.0,194.0,True,negative
590,통화 음질이 먹먹하게 들려서 불편해요. 한쪽 이어폰 소리가 유독 작게 들려요.,1.0,43,4.0,311.0,True,negative
591,이 가격에 이 정도 성능이면 훌륭하죠. 음질이 정말 선명하고 저음도 풍부해요.,5.0,43,2.0,15.0,False,positive
592,연결이 자꾸 끊겨서 스트레스를 받았어요. 통화 음질이 먹먹하게 들려서 불편해요. ㅠㅠ,1.0,47,17.0,6.0,True,negative
593,평이한 성능에 평이한 만족도예요. 필요한 기능만 있는 심플한 제품이에요. ^^,2.0,43,2.0,227.0,True,neutral
594,노이즈캔슬링은 보통 수준인 것 같아요.,4.0,21,1.0,5.0,True,neutral
595,다시는 구매하고 싶지 않은 제품이에요. 케이스 마감이 조잡하고 잘 깨질 것 같아요. 노이즈캔슬링이 거의 작동하지 않는 것 같아요. ^^,2.0,75,25.0,298.0,True,negative
596,가성비 최고의 이어폰이라고 생각해요. 고음질 코덱을 지원해서 음악 감상이 즐거워요.,5.0,46,3.0,189.0,True,positive
597,착용감은 나쁘지 않지만 특별하지도 않아요. 그냥 저냥 무난하게 사용 중입니다.,3.0,43,13.0,271.0,True,neutral
598,설명서와 다르게 작동해서 당황스러웠습니다. ㅎㅎ,2.0,26,18.0,235.0,True,negative
599,가격 대비 성능이 훌륭한 이어폰이에요. 음질이 정말 선명하고 저음도 풍부해요.,4.0,43,16.0,338.0,False,positive
600,가격 대비 성능이 훌륭한 이어폰이에요. 착용감이 편안해서 오래 껴도 아프지 않아요. ㅠㅠ,4.0,49,6.0,138.0,True,positive
601,연결이 자꾸 끊겨서 스트레스를 받았어요.,2.0,22,10.0,254.0,True,negative
602,배터리는 딱 하루 쓸 정도예요. 노이즈캔슬링은 보통 수준인 것 같아요. ...,4.0,43,3.0,182.0,False,neutral
603,배송도 늦고 포장 상태도 엉망이었어요. 사진과 실물 색상이 많이 달라서 실망했어요.,2.0,46,7.0,286.0,False,negative
604,고음질 코덱을 지원해서 음악 감상이 즐거워요.,5.0,25,5.0,163.0,True,positive
605,기대했던 만큼도 아니고 실망스럽지도 않아요. 보통 수준이라 재구매는 고민 중이에요. 음질은 그냥 무난한 편이에요. ㅎㅎ,2.0,66,5.0,143.0,True,neutral
606,착용감은 나쁘지 않지만 특별하지도 않아요. 특별한 장점도 단점도 없는 것 같아요. 노이즈캔슬링은 보통 수준인 것 같아요.,3.0,67,13.0,144.0,True,neutral
607,가격이 저렴한 만큼 딱 그 정도예요.,3.0,20,22.0,361.0,True,neutral
608,음질이 기대했던 것보다 많이 별로였어요. 배송도 늦고 포장 상태도 엉망이었어요.,1.0,44,4.0,206.0,False,negative
609,특별한 장점도 단점도 없는 것 같아요. ㅎㅎ,3.0,24,18.0,82.0,True,neutral
610,배송도 늦고 포장 상태도 엉망이었어요. 케이스 마감이 조잡하고 잘 깨질 것 같아요.,2.0,46,8.0,85.0,False,negative
611,디자인은 평범하지만 무난하게 쓰고 있어요. 리뷰를 참고해서 구매했는데 예상한 정도였어요. ㅎㅎ,4.0,52,14.0,255.0,True,neutral
612,통화 품질은 보통 수준이에요. 보통 수준이라 재구매는 고민 중이에요. !!,3.0,41,5.0,23.0,True,neutral
